transcript_hebrew,intent
תכתבי רשימה עם חלב דל שומן ולחם מלא.,lists_createoradd
"תוסיפי לרשימה שלי תפוזים, בננות, ותפוחים.",lists_createoradd
תכתבי לי רשימת קניות עם אבוקדו ובטטה.,lists_createoradd
תוסיפי לרשימה יוגורט טבעי וקפה שחור.,lists_createoradd
תכתבי רשימה עם קטניות ושקדים.,lists_createoradd
תוסיפי שימורים ורטבים לרשימה שלי.,lists_createoradd
תכתבי לי רשימה עם ירקות קפואים.,lists_createoradd
תוסיפי לרשימה סוכריות וחטיפים לילדים.,lists_createoradd
תכתבי רשימה חדשה עם דגנים ושיבולת שועל.,lists_createoradd
תוסיפי לרשימת הקניות מוצרי בשר ועוף.,lists_createoradd
תכתבי לי רשימה עם רוטב סויה ואורז.,lists_createoradd
תוסיפי ירקות למרק כמו גזר ובצל לרשימה.,lists_createoradd
תכתבי רשימה חדשה עם פירות יבשים ואגוזים.,lists_createoradd
תוסיפי לרשימה שלי חלב עיזים וגבינה קשה.,lists_createoradd
תכתבי רשימה עם ירקות אורגניים.,lists_createoradd
תוסיפי עגבניות שרי וחסה לרשימת הקניות.,lists_createoradd
תכתבי לי רשימה עם מוצרים לבישול איטי.,lists_createoradd
תוסיפי פסטה וגבינת פרמזן לרשימה.,lists_createoradd
תכתבי רשימה חדשה עם שמן קוקוס ושקדים.,lists_createoradd
תוסיפי לרשימת הקניות חלב וביצים.,lists_createoradd
תכתבי רשימה חדשה עם ירקות ופירות.,lists_createoradd
תוסיפי עגבניות ותפוחים לרשימה שלי.,lists_createoradd
תכתבי לי רשימה עם אורז וקמח.,lists_createoradd
תוסיפי שוקולד וקפה לרשימת הקניות.,lists_createoradd
תצרי רשימה חדשה עם חלב לחם וביצים.,lists_createoradd
תכתבי רשימת קניות עם חמאה ותפוזים.,lists_createoradd
תוסיפי שקדים ושמן זית לרשימה שלי.,lists_createoradd
תכתבי רשימה עם פריטים למטבח: קמח ושמן.,lists_createoradd
תוסיפי יוגורט ובננות לרשימת הקניות.,lists_createoradd
תצרי רשימת קניות עם עוגיות וחטיפים.,lists_createoradd
תכתבי לי רשימה חדשה עם ירקות טריים.,lists_createoradd
תוסיפי לרשימה שלי פסטה ורוטב עגבניות.,lists_createoradd
תכתבי רשימה עם גבינה ולחם טרי.,lists_createoradd
תוסיפי קפה וסוכר לרשימה שלי בבקשה.,lists_createoradd
תצרי רשימת קניות עם תפוחים ואגסים.,lists_createoradd
תכתבי לי רשימה עם חטיפים לילדים.,lists_createoradd
תוסיפי שוקולד וממתקים לרשימת הקניות שלי.,lists_createoradd
תכתבי רשימה עם מוצרי חלב.,lists_createoradd
תוסיפי לרשימה שלי יין אדום וחטיפים.,lists_createoradd
תכתבי רשימה חדשה עם גבינה וקרקרים.,lists_createoradd
תוסיפי קמח וסוכר לרשימת הקניות בבקשה.,lists_createoradd
תכתבי רשימה חדשה עם תפוזים ויוגורט.,lists_createoradd
תוסיפי לרשימת הקניות שלי עגבניות וקישואים.,lists_createoradd
תכתבי לי רשימה עם מוצרים לסלט ירקות.,lists_createoradd
תוסיפי לרשימה שוקולד מריר וחטיף בריאות.,lists_createoradd
"תכתבי רשימה עם אורז, שעועית, ועדשים.",lists_createoradd
תוסיפי יין לבן ושוקולד חלב לרשימה.,lists_createoradd
תכתבי רשימה חדשה עם מוצרי אפייה.,lists_createoradd
תוסיפי לרשימה שלי פירות יער וחטיפים.,lists_createoradd
תכתבי רשימה עם חלב דל שומן ולחם מלא.,lists_createoradd
"תוסיפי לרשימה שלי תפוזים, בננות, ותפוחים.",lists_createoradd
תכתבי לי רשימת קניות עם אבוקדו ובטטה.,lists_createoradd
תוסיפי לרשימה יוגורט טבעי וקפה שחור.,lists_createoradd
תכתבי רשימה עם קטניות ושקדים.,lists_createoradd
תוסיפי שימורים ורטבים לרשימה שלי.,lists_createoradd
תכתבי לי רשימה עם ירקות קפואים.,lists_createoradd
תוסיפי לרשימה סוכריות וחטיפים לילדים.,lists_createoradd
תכתבי רשימה חדשה עם דגנים ושיבולת שועל.,lists_createoradd
תוסיפי לרשימת הקניות מוצרי בשר ועוף.,lists_createoradd
תכתבי לי רשימה עם רוטב סויה ואורז.,lists_createoradd
תוסיפי ירקות למרק כמו גזר ובצל לרשימה.,lists_createoradd
תכתבי רשימה חדשה עם פירות יבשים ואגוזים.,lists_createoradd
תוסיפי לרשימה שלי חלב עיזים וגבינה קשה.,lists_createoradd
תכתבי רשימה עם ירקות אורגניים.,lists_createoradd
תוסיפי עגבניות שרי וחסה לרשימת הקניות.,lists_createoradd
תכתבי לי רשימה עם מוצרים לבישול איטי.,lists_createoradd
תוסיפי פסטה וגבינת פרמזן לרשימה.,lists_createoradd
תכתבי רשימה חדשה עם שמן קוקוס ושקדים.,lists_createoradd
איך מגיעים לתחנת הרכבת הקרובה?,transport_query
תראי לי מסלול מביתי לים בתל אביב.,transport_query
תבדקי מה האוטובוס הכי קרוב לקניון.,transport_query
איך אפשר להגיע לאוניברסיטה באשדוד?,transport_query
תראי לי את הדרך הכי קצרה לאילת.,transport_query
איך מגיעים לפארק ברעננה ברגל?,transport_query
תנווטי אותי לאולם האירועים בתל אביב.,transport_query
איך אני מגיע לבית חולים הקרוב?,transport_query
תמצאי לי מסלול מהיר מירושלים לנתניה.,transport_query
תראי לי את הדרך מבאר שבע לתל אביב.,transport_query
תנווטי אותי לשדה התעופה בן גוריון.,transport_query
איך מגיעים לחוף הים בחיפה באוטובוס?,transport_query
תראי לי מסלול ממודיעין לתל אביב.,transport_query
תבדקי אם יש רכבת מבאר שבע לירושלים.,transport_query
איך אפשר להגיע לקניון הזהב ברכב?,transport_query
תנווטי אותי לעיריית תל אביב.,transport_query
תמצאי לי דרך מהירה מירושלים לחיפה.,transport_query
איך אני מגיע לחנות בגדים ברחוב הרצל?,transport_query
תראי לי את הדרך מפתח תקווה לאוניברסיטת תל אביב.,transport_query
תמצאי מסלול לקניון הגדול בפתח תקווה.,transport_query
תמירי חמש פאונד לקילוגרמים.,convert
כמה קילוגרמים זה עשרה פאונד?,convert
תבדקי כמה ליטרים יש בגלון אחד.,convert
תמירי עשרים קילומטר למיילים.,convert
כמה סנטימטרים זה שני מטרים?,convert
תחשבני כמה אינצ'ים יש במטר אחד.,convert
תמירי חמישים מייל לקילומטרים.,convert
תבדקי כמה גרמים יש בקילוגרם.,convert
תאמרי לי כמה מטרים יש בקילומטר אחד.,convert
תמירי מאה סנטימטר למטרים.,convert
תמירי עשרה ליטר למיליליטרים.,convert
כמה קילומטרים זה חמישה מייל?,convert
תבדקי כמה גרמים זה מאתיים מיליגרם.,convert
תמירי חמישה אינצ'ים לסנטימטרים.,convert
כמה קילוגרמים יש בעשרים פאונד?,convert
תאמרי לי כמה ליטרים יש בשני גלונים.,convert
תחשבני כמה קילומטרים זה שלושים מייל.,convert
תמירי מאה מיליגרם לגרמים.,convert
כמה מטרים יש בשני קילומטרים?,convert
תמירי חמישים סנטימטרים למטרים.,convert
תבדקי כמה מיליליטר זה עשרה ליטרים.,convert
כמה מיילים יש במאה קילומטרים?,convert
תמירי שלושה פאונד לקילוגרמים.,convert
תאמרי לי כמה מטרים זה חמש מאות סנטימטרים.,convert
תחשבני כמה ליטרים יש בשלושה גלונים.,convert
כמה קילומטרים זה מאתיים מייל?,convert
תמירי ארבעים אינצ'ים לסנטימטרים.,convert
תבדקי כמה גרמים זה קילוגרם אחד.,convert
תמירי עשרים סנטימטר למטרים.,convert
כמה קילומטרים יש בחמישה מייל?,convert
תאמרי לי כמה קילוגרמים זה עשרה פאונד.,convert
תבדקי כמה ליטרים יש בחמש גלונים.,convert
תמירי חמישה אינצ'ים לסנטימטר.,convert
כמה מייל יש במאה קילומטרים?,convert
תחשבני כמה קילוגרמים זה חמישה פאונד.,convert
תמירי שלושה גלונים לליטרים.,convert
כמה מטרים זה שלוש מאות סנטימטרים?,convert
תבדקי כמה מיליגרם יש בקילוגרם.,convert
תמירי עשרה מייל לקילומטרים.,convert
תאמרי לי כמה סנטימטרים יש בארבעה אינצ'ים.,convert
תבדקי כמה גרמים יש בעשרים מיליגרם.,convert
תחשבני כמה מטרים יש בקילומטר.,convert
תמירי מאתיים סנטימטרים למטרים.,convert
כמה מיילים זה חמישים קילומטרים?,convert
תבדקי כמה ליטרים זה שלושה גלונים.,convert
תאמרי לי כמה קילומטרים יש בארבעה מיילים.,convert
תחשבני כמה קילוגרמים יש בשישה פאונד.,convert
תמירי חמש מאות מיליגרם לגרמים.,convert
כמה מטרים יש בעשרה קילומטרים?,convert
כמה שקלים זה מאה דולרים?,qa_currency
מה המחיר של חמישים יורו בדולרים?,qa_currency
כמה דולרים זה חמישים שקלים?,qa_currency
תבדקי כמה שקלים זה עשרים דולר.,qa_currency
"סירי, תבדקי כמה שקלים זה מאה יורו.",qa_currency
כמה שקלים זה חמישים דולר?,qa_currency
כמה דולרים זה מאה שקלים?,qa_currency
מה שער ההמרה בין דולר ליורו?,qa_currency
מה המחיר של דולר אחד עכשיו?,qa_currency
כמה פאונדים זה חמישים יורו?,qa_currency
כמה פאונדים זה חמישים שקלים?,qa_currency
מה שער ההמרה בין יורו לשקל?,qa_currency
מה המחיר של עשרה יורו בשקלים?,qa_currency
מה שער ההמרה בין יורו לפאונד?,qa_currency
מה שער ההמרה בין דולר לשקל?,qa_currency
מה שער ההמרה בין פאונד ליורו?,qa_currency
מה המחיר של שקל אחד בדולרים?,qa_currency
כמה פאונדים זה מאה יורו?,qa_currency
כמה דולרים זה חמישים יורו?,qa_currency
כמה שווה מאה שקלים ביורו?,qa_currency
"סירי, מה שער ההמרה של פאונד לשקל?",qa_currency
"סירי, כמה עולה דולר אחד היום?",qa_currency
כמה שווה עשרה יורו בשקלים?,qa_currency
"סירי, תבדקי מה שער ההמרה בין שקל לדולר.",qa_currency
כמה שווה מאה פאונד בשקלים?,qa_currency
כמה שווה עשרים פאונד בדולרים?,qa_currency
"סירי, מה המחיר של עשרים יורו?",qa_currency
מה המחיר של מאה יורו בשקלים?,qa_currency
תבדקי כמה עולה יורו בשקלים.,qa_currency
כמה דולרים זה חמישים פאונדים?,qa_currency
כמה שווה מאה שקלים בדולרים?,qa_currency
"סירי, תבדקי כמה עולה שקל אחד בדולרים.",qa_currency
כמה שווה חמישים דולר בשקלים?,qa_currency
כמה שקלים זה עשרים פאונד?,qa_currency
כמה יורו זה מאה שקלים?,qa_currency
כמה שווה חמישים יורו בדולרים?,qa_currency
מה שער ההמרה של שקל לפאונד?,qa_currency
"סירי, כמה שווה דולר אחד בשקלים?",qa_currency
כמה שקלים זה עשרה יורו?,qa_currency
"סירי, תבדקי כמה שווה שקל אחד בפאונדים.",qa_currency
כמה יורו זה חמישים שקלים?,qa_currency
תוכלי לבדוק כמה פאונדים זה מאה שקלים?,qa_currency
מה שער ההמרה בין פאונד לשקל?,qa_currency
מה המחיר של עשרים דולר בשקלים?,qa_currency
מה המחיר של דולר בשקלים?,qa_currency
תבדקי כמה שווה שקל אחד ביורו.,qa_currency
מה המחיר של חמישים יורו בשקלים?,qa_currency
מה המחיר של מאה יורו בדולרים?,qa_currency
"סירי, כמה שווה דולר אחד בפאונדים?",qa_currency
"סירי, תדליקי את הבלוטות'.",iot_wemo_on
"סירי, תכבי את מצב טיסה.",iot_wemo_on
תדליקי את הפנס שלי.,iot_wemo_on
"סירי, תחברי אותי ל-WiFi.",iot_wemo_on
תבדקי אם הבלוטות' פועל.,iot_wemo_on
"סירי, תפעילי את מצב טיסה.",iot_wemo_on
תכבי את ה-WiFi בבקשה.,iot_wemo_on
"סירי, הדליקי את הפנס.",iot_wemo_on
תחברי אותי לרשת WiFi.,iot_wemo_on
תפעילי את הבלוטות'.,iot_wemo_on
"סירי, תכבי את הפנס.",iot_wemo_on
תחברי אותי לרשת הביתית.,iot_wemo_on
תבדקי אם מצב טיסה פועל.,iot_wemo_on
תדליקי את מצב טיסה בבקשה.,iot_wemo_on
"סירי, תדליקי את ה-WiFi.",iot_wemo_on
תכבו את הבלוטות' בבקשה.,iot_wemo_on
"סירי, תפעילי את הפנס.",iot_wemo_on
תחברי אותי לרשת WiFi קרובה.,iot_wemo_on
תבדקי אם ה-WiFi פעיל.,iot_wemo_on
"סירי, תדליקי את מצב טיסה.",iot_wemo_on
תכבו את מצב הטיסה.,iot_wemo_on
"סירי, תפעילי את הבלוטות'.",iot_wemo_on
תדליקי את ה-WiFi במכשיר.,iot_wemo_on
"סירי, תדליקי את הפנס עכשיו.",iot_wemo_on
תבדקי אם הרשת זמינה.,iot_wemo_on
תחברי אותי ל-WiFi הציבורי.,iot_wemo_on
תפעילי את הבלוטות' שלי.,iot_wemo_on
"סירי, תכבי את מצב הטיסה.",iot_wemo_on
תדליקי את הפנס ותבדקי אור.,iot_wemo_on
תחברי אותי לאינטרנט.,iot_wemo_on
"סירי, תבדקי אם מצב טיסה כבוי.",iot_wemo_on
תכבו את הרשת האלחוטית.,iot_wemo_on
"סירי, תפעילי את ה-WiFi שלי.",iot_wemo_on
תדליקי את הבלוטות' בבקשה.,iot_wemo_on
תבדקי אם אני מחובר ל-WiFi.,iot_wemo_on
"סירי, תחברי אותי לבלוטות'.",iot_wemo_on
תכבי את הפנס עכשיו.,iot_wemo_on
"סירי, תדליקי את מצב טיסה שלי.",iot_wemo_on
תפעילי את הרשת האלחוטית.,iot_wemo_on
"סירי, תדליקי את הפנס שלי בבקשה.",iot_wemo_on
תחברי אותי ל-WiFi במשרד.,iot_wemo_on
"סירי, תדליקי את הבלוטות'.",iot_wemo_on
תכבי את מצב הטיסה עכשיו.,iot_wemo_on
"סירי, תחברי אותי לאינטרנט.",iot_wemo_on
תדליקי את ה-WiFi ותבדקי חיבור.,iot_wemo_on
תפעילי את הפנס שלי.,iot_wemo_on
"סירי, תכבי את ה-WiFi.",iot_wemo_on
תדליקי את הפנס בבקשה.,iot_wemo_on
תחברי אותי לרשת אלחוטית.,iot_wemo_on
"סירי, תבדקי אם מצב הטיסה פעיל.",iot_wemo_on
"סירי, תצלמי תמונה מהירה.",camera_query
"סירי, תתחילי לצלם וידאו מיד.",camera_query
"סירי, תתחילי צילום וידאו.",camera_query
תבדקי אם המצלמה עובדת.,camera_query
תצלמי וידאו מהחדר.,camera_query
"סירי, תפעילי את המצלמה ותתחילי לצלם.",camera_query
"סירי, תפתחי את המצלמה.",camera_query
תצלמי את הסלון עם המצלמה.,camera_query
תפתחי את המצלמה ותצלמי וידאו.,camera_query
תצלמי אותי בסלון.,camera_query
תצלמי אותי ואת הכלב.,camera_query
תצלמי תמונה עכשיו.,camera_query
תפעילי את המצלמה האחורית.,camera_query
"סירי, תפתחי את המצלמה ותצלמי תמונה.",camera_query
"סירי, תתחילי לצלם אותי עכשיו.",camera_query
"סירי, תצלמי אותי ותשמרי את התמונה.",camera_query
תתחילי לצלם אותי ואת המשפחה.,camera_query
תצלמי אותי ליד השולחן.,camera_query
תפתחי את המצלמה ותתחילי לצלם.,camera_query
תפעילי את המצלמה ותתחילי לצלם אותי.,camera_query
"סירי, תפעילי את המצלמה הקדמית.",camera_query
תפתחי את המצלמה ותתחילי לצלם וידאו.,camera_query
תפתחי את המצלמה ותצלמי אותי.,camera_query
"סירי, תצלמי את התמונות היפות.",camera_query
"סירי, תצלמי את התמונה ליד השולחן.",camera_query
"סירי, תפעילי את המצלמה ותצלמי וידאו.",camera_query
"סירי, תצלמי את הנוף הזה.",camera_query
"סירי, תצלמי תמונה ברורה.",camera_query
"סירי, תצלמי אותי ואת הנוף.",camera_query
תפעילי את המצלמה ותצלמי תמונה יפה.,camera_query
"סירי, תצלמי את התמונה הזאת.",camera_query
"סירי, תפעילי את המצלמה ותצלמי.",camera_query
"סירי, תצלמי את החדר הזה.",camera_query
תפתחי את המצלמה ותצלמי אותי מהר.,camera_query
תצלמי אותי ואת הנוף ליד הבית.,camera_query
תצלמי אותי עם החברים.,camera_query
תתחילי לצלם אותי עכשיו.,camera_query
"סירי, תפעילי את מצלמת הסלפי.",camera_query
"סירי, תצלמי תמונה יפה.",camera_query
"סירי, תצלמי את החדר במצלמה הקדמית.",camera_query
תצלמי את האורחים בבית.,camera_query
תפעילי את מצלמת הווידאו.,camera_query
"סירי, תצלמי את הילדים בחצר.",camera_query
"סירי, תצלמי אותי במטבח.",camera_query
תפעילי את המצלמה ותצלמי.,camera_query
תתחילי לצלם וידאו ארוך עכשיו.,camera_query
"סירי, תצלמי תמונה של החצר.",camera_query
"סירי, תפתחי את המצלמה ותצלמי אותנו.",camera_query
תצלמי וידאו קצר עכשיו.,camera_query
תצלמי אותי ואת החתול שלי.,camera_query
"סירי, תתקשרי לדודה שלי.",call_contact
התקשרי לקולגה בעבודה.,call_contact
תתקשרי לחברה על האירוע.,call_contact
"סירי, התקשרי לאמא שלי על הארוחה.",call_contact
תתקשרי לאחותי על האירוע.,call_contact
"סירי, תתקשרי לחבר על האירוע.",call_contact
תתקשרי לשכן שלי על החוג.,call_contact
"סירי, תתקשרי לחבר שלי על הסרט.",call_contact
"סירי, תתקשרי ליעל על ההזמנה.",call_contact
התקשרי לחברה שלי על הפגישה.,call_contact
תתקשרי לדוד שלי עכשיו.,call_contact
"סירי, תתקשרי לאמא שלי.",call_contact
"סירי, תתקשרי לארז על הארוחה.",call_contact
"סירי, תתקשרי לרופא עכשיו.",call_contact
תתקשרי לרופא השיניים.,call_contact
"סירי, התקשרי לבת זוג שלי.",call_contact
תתקשרי לרופא שלי בבקשה.,call_contact
התקשרי לחבר על התוכנית.,call_contact
תתקשרי למורה הפרטי.,call_contact
תתקשרי למורה על ההתפתחות.,call_contact
התקשרי לבת שלי על השיעור.,call_contact
תתקשרי לשכנה על הפגישה.,call_contact
"סירי, תתקשרי לאחותי בבקשה.",call_contact
"סירי, התקשרי לרופא הילדים.",call_contact
התקשרי לשכנה שלי על הפגישה.,call_contact
"סירי, התקשרי לנהג המונית.",call_contact
תתקשרי לרופא השיניים על הביקור.,call_contact
תתקשרי לרופא בבקשה.,call_contact
התקשרי לקולגה שלי על הפרויקט.,call_contact
תתקשרי למורה למתמטיקה.,call_contact
"סירי, תתקשרי למנהל בעבודה.",call_contact
התקשרי לשכן שלי מיד.,call_contact
"סירי, התקשרי לחברה מבית הספר.",call_contact
"סירי, התקשרי לעורך דין שלי.",call_contact
התקשרי לחברה שלי עכשיו.,call_contact
"סירי, תתקשרי לשכן על התור.",call_contact
תתקשרי לדודה שלי על הארוחה.,call_contact
"סירי, תתקשרי לבת שלי מיד.",call_contact
התקשרי למנהל החשבונות שלי.,call_contact
התקשרי לבן דוד שלי מיד.,call_contact
התקשרי לבן שלי על הארוחה.,call_contact
התקשרי לסבא שלי.,call_contact
התקשרי לחבר מהעבודה.,call_contact
"סירי, התקשרי לחבר מהקבוצה.",call_contact
"סירי, תתקשרי לדנה על הטיול.",call_contact
תתקשרי לנהג המונית.,call_contact
התקשרי לשכנה על המבחן שלה.,call_contact
"סירי, תתקשרי לנהג ההסעות.",call_contact
"סירי, תתקשרי לאבא שלי מיד.",call_contact
"סירי, תתקשרי לדוד שלי על הפגישה.",call_contact
"סירי, התקשרי לנהג ההסעות מיד.",call_contact
"סירי, תתקשרי למורה לספרות.",call_contact
תתקשרי למנהל שלי על הפרויקט.,call_contact
התקשרי לבת שלי עכשיו.,call_contact
התקשרי לחבר שלי מהשכונה.,call_contact
"סירי, תתקשרי לנהג על האיסוף.",call_contact
התקשרי לחבר שלי על הבילוי.,call_contact
תתקשרי לדוד שלי על המסיבה.,call_contact
"סירי, התקשרי לארז על הטיול.",call_contact
תתקשרי למורה על המבחן.,call_contact
תתקשרי לאחותי בבקשה.,call_contact
"סירי, התקשרי לבן שלי עכשיו.",call_contact
"סירי, התקשרי לדנה על האירוע.",call_contact
"סירי, התקשרי לחבר שלי עכשיו.",call_contact
התקשרי לחבר על הארוחה.,call_contact
"סירי, תתקשרי לחברה על האירוע.",call_contact
"סירי, תתקשרי לחבר מהקבוצה.",call_contact
תתקשרי למורה על השיעור.,call_contact
"סירי, התקשרי לדוד שלי.",call_contact
תתקשרי ליעל על המסיבה.,call_contact
"סירי, תתקשרי לסבתא שלי.",call_contact
התקשרי לשכן על המבחן.,call_contact
"סירי, תתקשרי לחבר שלי.",call_contact
"סירי, תתקשרי לאמא שלי על החוג.",call_contact
"סירי, התקשרי לאמא בבקשה.",call_contact
"סירי, תתקשרי לאבא על הפגישה.",call_contact
"סירי, תתקשרי לחברה הכי טובה שלי.",call_contact
תתקשרי לחברה שלי על התוכנית.,call_contact
התקשרי לאבא שלי עכשיו.,call_contact
"סירי, תתקשרי לסבתא שלי על החג.",call_contact
"סירי, התקשרי לחברה על הפגישה.",call_contact
"סירי, תתקשרי לחבר שלי עכשיו.",call_contact
תתקשרי למנהל ותבקשי אישור.,call_contact
תתקשרי לרופא על הביטול.,call_contact
"סירי, התקשרי לחבר הקרוב.",call_contact
התקשרי לאבא שלי בבקשה.,call_contact
"סירי, תשלחי לסימון הודעה.",send_message
"סירי, תכתבי הודעה לחבר שלי.",send_message
"סירי, תשלחי הודעה לחברה על הבילוי.",send_message
"סירי, שלחי הודעה לסבתא.",send_message
"סירי, תשלחי לרופא הודעה על הביטול.",send_message
"סירי, תכתבי הודעה לחברה קרובה.",send_message
תכתבי ליעל שאני מתעכב.,send_message
שלחי הודעה לארז על המסיבה.,send_message
שלחי הודעה לשכן על הפגישה.,send_message
"סירי, שלחי הודעה לדוד שלי.",send_message
"סירי, תשלחי לסוכן ביטוח הודעה.",send_message
תשלחי הודעה לחבר על האירוע.,send_message
"סירי, תשלחי הודעה לקבוצה של המשפחה.",send_message
שלחי הודעה לקבוצת המשפחה.,send_message
שלחי הודעה לרותי על הפרויקט.,send_message
"סירי, שלחי למורה הודעה תודה.",send_message
שלחי הודעה לרותי בבקשה.,send_message
תשלחי הודעה לדוד שלי.,send_message
שלחי הודעה על שינוי תאריך הפגישה.,send_message
שלחי הודעה למורה על הפרויקט.,send_message
שלחי הודעה לשכנה על הפגישה.,send_message
"סירי, תכתבי הודעה לאורן.",send_message
תכתבי למנהל שאני אאחר.,send_message
"סירי, תכתבי לחבר מהעבודה.",send_message
תכתבי הודעה ליעקב שאני מתעכב.,send_message
תכתבי למורה על השיעור שלי.,send_message
שלחי הודעה לחברה על החוג.,send_message
שלחי הודעה למורה על התקדמותי.,send_message
"סירי, תשלחי הודעה לשכן על התוכנית.",send_message
"סירי, תשלחי הודעה להנהלה.",send_message
שלחי הודעה לחבר מהקבוצה.,send_message
שלחי הודעה לבת זוג שלי.,send_message
שלחי לאמא הודעה שאני בדרך.,send_message
שלחי הודעה לרופא שלי.,send_message
תשלחי הודעה למורה על השיעור.,send_message
"סירי, תשלחי הודעה לפקיד בקבלה.",send_message
"סירי, תשלחי לאחי הודעה.",send_message
"סירי, שלחי הודעה לבן שלי.",send_message
תכתבי לסבתא שאני אגיע בשבת.,send_message
"סירי, תכתבי הודעה לדודה שלי.",send_message
שלחי הודעה לחבר על הנסיעה.,send_message
"סירי, תכתבי למנהל בקשה לאיחור.",send_message
"סירי, תשלחי לסבתא הודעה על הביקור.",send_message
תכתבי לאחי על המבחן שלו.,send_message
"סירי, שלחי הודעה לשותף שלי.",send_message
"סירי, תשלחי הודעה לחבר על האימון.",send_message
שלחי הודעה לבן דוד שלי.,send_message
שלחי הודעה למנהל שלי.,send_message
"סירי, תשלחי הודעה לשכן על הטיול.",send_message
שלחי הודעה לדוד שלי על המסיבה.,send_message
שלחי הודעה למורה למתמטיקה.,send_message
תשלחי הודעה לחבר על התור שלו.,send_message
תכתבי לחברה הודעה שאני בבית.,send_message
תכתבי לרופא שאני מאחר.,send_message
תכתבי להודיה שאני מחכה לה.,send_message
תשלחי הודעה לחבר מהשכונה.,send_message
שלחי הודעה לחבר על הפגישה.,send_message
שלחי הודעה לחברה על התוכנית.,send_message
"סירי, שלחי הודעה לעורך דין.",send_message
שלחי הודעה לאבא שאני מאחר.,send_message
"סירי, תשלחי הודעה לחבר שלי על המפגש.",send_message
"סירי, תשלחי הודעה לשכנה שלי.",send_message
שלחי הודעה לחברה שאני אבוא מאוחר.,send_message
תכתבי לאבא שאני צריך לדבר איתו.,send_message
"סירי, תכתבי הודעה לחברה שלי.",send_message
תכתבי לבת שלי על המבחן.,send_message
שלחי הודעה לקולגה שיבוא.,send_message
"סירי, תכתבי לאביגיל הודעה.",send_message
תכתבי לבת שלי שאני בדרך.,send_message
שלחי הודעה לקבוצת החברים.,send_message
"סירי, תכתבי למנהל שאני מאחר היום.",send_message
"סירי, שלחי הודעה לילדים שלי.",send_message
תכתבי לאמא שאני מאחר.,send_message
"סירי, שלחי הודעה ליעקב.",send_message
שלחי הודעה לקולגה בעבודה.,send_message
תשלחי הודעה לאחותי על הביטול.,send_message
שלחי הודעה לנהג מונית.,send_message
תכתבי הודעה לאמא שאני בבית.,send_message
"סירי, תכתבי הודעה למורה לשפה.",send_message
תשלחי הודעה לנהג ההסעות.,send_message
שלחי הודעה למנהל החשבונות שלי.,send_message
"סירי, תכתבי הודעה לרופא שלי.",send_message
"סירי, תשלחי הודעה על הזמנה.",send_message
"סירי, שלחי הודעה לחבר על הסרט.",send_message
"סירי, תכתבי הודעה לדודה על הארוחה.",send_message
"סירי, תכתבי לאמא שאני בדרך.",send_message
תכתבי לאחותי שאני מגיע עוד מעט.,send_message
"סירי, תכתבי הודעה לאלי.",send_message
"סירי, תשלחי הודעה לרופא העיניים.",send_message
"היי סירי, איך אני יכול לעזור לך?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, איך אני יכול לעזור לך?",general
"היי סירי, איך אני יכול לעזור לך?",general
"היי סירי, איך אני יכול לעזור לך?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"סירי, מה שלומך היום?",general
"סירי, מה שלומך היום?",general
"סירי, מה שלומך היום?",general
"סירי, מה שלומך היום?",general
"היי סירי, איך אני יכול לעזור לך?",general
"היי סירי, איך אני יכול לעזור לך?",general
"היי סירי, איך אני יכול לעזור לך?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, איך אני יכול לעזור לך?",general
"סירי, מה שלומך היום?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"סירי, מה שלומך היום?",general
"סירי, מה שלומך היום?",general
"היי סירי, איך אני יכול לעזור לך?",general
"סירי, מה שלומך היום?",general
"סירי, מה שלומך היום?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, איך אני יכול לעזור לך?",general
"סירי, מה שלומך היום?",general
"היי סירי, איך אני יכול לעזור לך?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"סירי, מה שלומך היום?",general
"היי סירי, איך אני יכול לעזור לך?",general
"סירי, מה שלומך היום?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"סירי, מה שלומך היום?",general
"סירי, מה שלומך היום?",general
"סירי, מה שלומך היום?",general
"היי סירי, איך אני יכול לעזור לך?",general
"סירי, מה שלומך היום?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, איך אני יכול לעזור לך?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, את יכולה לספר לי סיפור?",general
"היי סירי, איך אני יכול לעזור לך?",general
"סירי, מה שלומך היום?",general
"סירי, מה שלומך היום?",general
"היי סירי, איך אני יכול לעזור לך?",general
"סירי, מה שלומך היום?",general
"סירי, מה שלומך היום?",general
"היי סירי, איך אני יכול לעזור לך?",general
"היי סירי, את יכולה לספר לי סיפור?",general
